,index,Model,Train_Dataset,Test_Dataset,Column_Filter,Col_Num,AUC,Recall,Precision,F1-Score,Best_Params,Start_Time,End_Time,aggregationDepth,elasticNetParam,family,featuresCol,fitIntercept,labelCol,maxBlockSizeInMB,maxIter,predictionCol,probabilityCol,rawPredictionCol,regParam,standardization,threshold,tol,cacheNodeIds,checkpointInterval,impurity,leafCol,maxBins,maxDepth,maxMemoryInMB,minInfoGain,minInstancesPerNode,minWeightFractionPerNode,seed,bootstrap,featureSubsetStrategy,numTrees,subsamplingRate
25,25,spark_dt,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9676300524926346,0.9822064056939501,0.9452054794520548,0.963350785340314,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.005,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881993.1086173,1653882400.8014553,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.005, 1, 0.0, 7882334791801343242,,,,
27,27,spark_dt,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9676300524926346,0.9822064056939501,0.9452054794520548,0.963350785340314,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.005,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653882403.2643752,1653882804.6190996,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.005, 1, 0.0, 7882334791801343242,,,,
29,29,spark_dt,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9692654706267878,0.9804270462633452,0.9451114922813036,0.9624454148471616,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653882806.6428332,1653883155.9436038,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
47,47,spark_rf,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9826581363583464,0.9839857651245552,0.9404761904761905,0.9617391304347827,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 20,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653884547.279863,1653884983.2496166,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 20, 1.0
43,43,spark_rf,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9835524099448123,0.9857651245551602,0.9358108108108109,0.9601386481802426,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 20,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653883563.7014914,1653884053.355904,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 20, 1.0
45,45,spark_rf,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9858294387514471,0.9839857651245552,0.9357021996615905,0.9592367736339982,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 40,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653884056.0803618,1653884544.9415329,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 40, 1.0
24,24,spark_dt,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9561116116379852,0.9781173363516318,0.9293780247356157,0.953125,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.005,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653881993.1086173,1653882400.8014553,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.005, 1, 0.0, 7882334791801343242,,,,
26,26,spark_dt,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9561116116379852,0.9781173363516318,0.9293780247356157,0.953125,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.005,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653882403.2643752,1653882804.6190996,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.005, 1, 0.0, 7882334791801343242,,,,
28,28,spark_dt,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9574591070971854,0.9750990379173741,0.9291749056264605,0.9515832106038292,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653882806.6428332,1653883155.9436038,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
46,46,spark_rf,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9790512723735869,0.9766081871345029,0.9185592618878637,0.9466947060437049,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 20,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653884547.279863,1653884983.2496166,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 20, 1.0
